R,G,B
66.2204466540404,63.316721906565654,55.83392518939394
65.9313446969697,63.09390782828283,55.584122474747474
65.08009785353535,62.02817234848485,54.91990214646464
64.58526672979798,61.054490214646464,54.13372001262626
64.47557607323232,60.62898516414141,54.09520991161616
64.40707859848484,60.30859375,54.09836647727273
64.1428740530303,59.829427083333336,53.78444602272727
63.82855902777778,59.32855902777778,53.587081755050505
63.810250946969695,59.159524936868685,53.46523832070707
64.1115845959596,59.45549242424242,53.717171717171716
64.3799715909091,59.82788825757576,53.93773674242424
64.31186868686869,59.81155303030303,53.92061237373738
64.28342013888889,59.79951862373738,53.89705650252525
64.3962279040404,59.94610164141414,53.998342803030305
64.57015467171718,60.220565025252526,54.127761994949495
64.72916666666667,60.473642676767675,54.337594696969695
64.83723958333333,60.71602746212121,54.41994160353536
64.96172664141415,60.94720643939394,54.58009785353536
65.06352588383838,61.16153724747475,54.631076388888886
65.14334753787878,61.38135258838384,54.76613794191919
65.2711884469697,61.61115056818182,54.87393465909091
65.39484690656566,61.826033775252526,55.014480744949495
65.49818497474747,62.074258207070706,55.107717803030305
65.58952809343434,62.31664299242424,55.208846275252526
65.76751893939394,62.58791035353536,55.35921717171717
65.90364583333333,62.84461805555556,55.57615214646464
66.03543244949495,63.11355744949495,55.68663194444444
66.1333254419192,63.34197443181818,55.82903251262626
66.25430082070707,63.56553819444444,55.92586016414141
66.38746843434343,63.806344696969695,56.0770202020202
66.25903566919192,63.726680871212125,55.86020359848485
66.33207070707071,63.92282196969697,55.90072601010101
66.46354166666667,64.13825757575758,56.05981691919192
66.60590277777777,64.35748106060606,56.209122474747474
66.72387941919192,64.5619476010101,56.30831755050505
66.88971748737374,64.8347932449495,56.47241950757576
66.99479166666667,65.09643308080808,56.57796717171717
67.00378787878788,65.17929292929293,56.640940656565654
66.20355902777777,64.34244791666667,55.979916351010104
65.22498421717172,62.82678345959596,55.150015782828284
64.82236426767676,62.00323547979798,54.65175189393939
64.80409564393939,61.70576862373738,54.62701231060606
64.5630129419192,61.26029829545455,54.31648516414141
64.17337436868686,60.57220643939394,54.04142992424242
63.868923611111114,59.9787720959596,53.66043244949495
63.84887941919192,59.72577335858586,53.59966856060606
64.16927083333333,60.05800189393939,53.845407196969695
64.33250473484848,60.2840514520202,53.99270044191919
64.18051609848484,60.19219539141414,53.91015625
64.18461963383838,60.15321180555556,53.87464488636363
64.33858112373737,60.27971117424242,54.01945233585859
64.43947285353535,60.502761994949495,54.122395833333336
64.57003630050505,60.724234532828284,54.19677241161616
64.68959122474747,60.96294981060606,54.38766571969697
64.79841382575758,61.13806029040404,54.43114741161616
64.93497474747475,61.35258838383838,54.563131313131315
65.01605902777777,61.57997948232323,54.66362847222222
65.17104640151516,61.77963226010101,54.82650726010101
65.28543244949495,62.00449810606061,54.90538194444444
65.38087910353535,62.247829861111114,55.08684501262626
65.5295928030303,62.52059659090909,55.15553977272727
65.6669034090909,62.75797032828283,55.31747159090909
65.76191603535354,63.02627840909091,55.396859217171716
65.93197601010101,63.27225378787879,55.58791035353536
66.01933396464646,63.45430871212121,55.669270833333336
66.12811710858585,63.65873579545455,55.801412563131315
66.29312657828282,63.91544349747475,55.94353693181818
66.47747001262626,64.19937657828282,56.0731139520202
66.60306186868686,64.42929292929293,56.197127525252526
66.64267676767676,64.61332070707071,56.32386363636363
66.08435921717172,64.03101325757575,55.86371527777778
65.23398042929293,62.794270833333336,55.13707386363637
64.8744870580808,62.07556029040404,54.74617266414141
64.82003630050505,61.79273200757576,54.645004734848484
64.7098721590909,61.521267361111114,54.48480902777778
64.45422979797979,61.05539772727273,54.26483585858586
64.26175820707071,60.68899936868687,54.064157196969695
64.34181660353535,60.642952967171716,54.128590593434346
64.70454545454545,61.04324494949495,54.40625
64.73796559343434,61.16110321969697,54.45782039141414
64.60120738636364,61.04028566919192,54.31774779040404
64.63498263888889,61.06758996212121,54.370462436868685
64.76452020202021,61.20628156565657,54.464962121212125
64.91552241161617,61.42672821969697,54.640585542929294
65.03925978535354,61.63806029040404,54.720920138888886
65.17885890151516,61.87125157828283,54.825797032828284
65.29123263888889,62.07863794191919,54.958846275252526
65.36931818181819,62.281723484848484,55.08349116161616
65.44002525252525,62.45107323232323,55.156723484848484
65.55200441919192,62.64859532828283,55.238399621212125
65.68505366161617,62.88486426767677,55.361979166666664
65.79217960858585,63.10467960858586,55.50067077020202
65.93544823232324,63.35274621212121,55.60811237373738
66.04880839646465,63.60404829545455,55.71752683080808
66.19685132575758,63.78649779040404,55.90376420454545
66.30587121212122,63.986111111111114,55.989267676767675
66.40190972222223,64.18426452020202,56.090041035353536
66.56001420454545,64.42096748737374,56.23125789141414
66.70422979797979,64.65782828282828,56.34801136363637
66.77138573232324,64.85077335858585,56.46725063131313
66.7650726010101,64.93552714646465,56.50355113636363
66.1015625,64.1568023989899,55.966145833333336
65.30456912878788,62.942984532828284,55.220920138888886
65.0094696969697,62.259627525252526,54.91982323232323
64.99629103535354,62.016177398989896,54.82299558080808
64.81640625,61.649423926767675,54.64090119949495
64.56044823232324,61.14646464646464,54.36063762626262
64.3688841540404,60.77450284090909,54.22178819444444
64.54541508838383,60.879537563131315,54.310408775252526
64.82485006313131,61.205216224747474,54.57406092171717
64.70549242424242,61.141098484848484,54.45517676767677
