R,G,B
68.28981218434343,54.26818970959596,54.332583648989896
68.42440025252525,54.41256313131313,54.33065025252525
68.53507733585859,54.460740214646464,54.464370265151516
68.67763573232324,54.6149779040404,54.6004577020202
68.70908301767676,54.71397569444444,54.72597064393939
68.79695391414141,54.87602588383838,54.68663194444444
68.88936237373737,54.972537878787875,54.77414772727273
68.94594381313131,55.14591224747475,54.779434974747474
69.02584438131314,55.259903724747474,54.84307922979798
69.13663983585859,55.400528724747474,54.957662563131315
69.27217487373737,55.56605113636363,55.059580176767675
69.38403566919192,55.70474273989899,55.136245265151516
69.50733901515152,55.87649936868687,55.285116792929294
69.61308396464646,56.03038194444444,55.32236426767677
69.72174873737374,56.165877525252526,55.433554292929294
69.79951862373737,56.28752367424242,55.48259943181818
69.9079071969697,56.4318970959596,55.58909406565657
69.99522569444444,56.56435448232323,55.66568023989899
70.1015625,56.7567077020202,55.76712436868687
70.18398832070707,56.843868371212125,55.800465593434346
70.23875473484848,56.984177714646464,55.862649936868685
70.34568339646465,57.12093592171717,55.95553188131313
70.37618371212122,57.163431186868685,55.95825441919192
69.89772727272727,56.67171717171717,55.58175505050505
69.24609375,55.86178188131313,55.03712910353536
68.82836174242425,55.26538825757576,54.74013573232323
68.69791666666667,55.03203914141414,54.61079545454545
68.69057765151516,54.992503156565654,54.57457386363637
68.6919586489899,54.97383996212121,54.64318970959596
68.67881944444444,54.948074494949495,54.63083964646464
68.65534248737374,54.92507102272727,54.610519255050505
68.39855587121212,54.63324652777778,54.24814551767677
68.4291745580808,54.636245265151516,54.27734375
68.35736268939394,54.57122001262626,54.194168244949495
68.25149936868686,54.454782196969695,54.144649621212125
68.21673768939394,54.40818339646464,54.0920533459596
68.23982007575758,54.409958964646464,54.11466224747475
68.29004892676768,54.45845170454545,54.15005523989899
68.37622316919192,54.57335069444444,54.24175347222222
68.48019255050505,54.711253156565654,54.30942234848485
68.58688446969697,54.820943813131315,54.42069128787879
68.65380366161617,54.93521148989899,54.45904356060606
68.74708017676768,55.04916351010101,54.529434974747474
68.81581439393939,55.13494318181818,54.589646464646464
68.89236111111111,55.23563762626262,54.64930555555556
68.96547506313131,55.33211016414141,54.70837279040404
69.02923768939394,55.41133996212121,54.76992582070707
69.10318023989899,55.493489583333336,54.82556029040404
69.16500946969697,55.60929608585859,54.85945391414141
69.25110479797979,55.74131944444444,54.94965277777778
69.33747632575758,55.85752051767677,54.99325284090909
69.43536931818181,55.9921875,55.070628156565654
69.55018939393939,56.121212121212125,55.182291666666664
69.63095801767676,56.249013573232325,55.22739109848485
69.72731218434343,56.384982638888886,55.33053188131313
69.81514362373737,56.52600220959596,55.387271148989896
69.89879261363636,56.64595170454545,55.46555397727273
69.97904829545455,56.75935132575758,55.53081597222222
70.06064551767676,56.86414930555556,55.62472380050505
70.16307607323232,57.02308238636363,55.68169981060606
70.23867582070707,57.16007733585859,55.785708648989896
70.30950126262626,57.25299873737374,55.83159722222222
70.39642518939394,57.39437342171717,55.89784564393939
70.22810132575758,57.218789457070706,55.73820233585859
69.59331597222223,56.51598011363637,55.25840435606061
69.06885258838383,55.80212279040404,54.81948390151515
68.81758996212122,55.38671875,54.61667455808081
68.74127998737374,55.22802241161616,54.571614583333336
68.75094696969697,55.17440025252525,54.56502525252525
68.74455492424242,55.14591224747475,54.55563446969697
68.72782512626263,55.107717803030305,54.522806186868685
68.75074968434343,55.09891887626262,54.53768150252525
68.76479640151516,55.10696811868687,54.56167140151515
68.7483033459596,55.075797032828284,54.51708491161616
68.64330808080808,54.94523358585859,54.47585227272727
68.5212279040404,54.80452967171717,54.34856376262626
68.50516887626263,54.767952967171716,54.33282039141414
68.54387626262626,54.77588383838384,54.31581439393939
68.64354482323232,54.865451388888886,54.435842803030305
68.72399779040404,54.970052083333336,54.49309501262626
68.84994476010101,55.09883996212121,54.61304450757576
68.93939393939394,55.21180555555556,54.66303661616162
68.99321338383838,55.30160984848485,54.714646464646464
69.02892203282828,55.356100063131315,54.74735637626262
69.14082228535354,55.465159406565654,54.845841224747474
69.16208964646465,55.52209595959596,54.855587121212125
69.23563762626263,55.58712121212121,54.942708333333336
69.3019255050505,55.673453282828284,54.95864898989899
69.36122948232324,55.74822443181818,55.02884311868687
69.39859532828282,55.8348327020202,55.02596275252525
69.51092960858585,55.97415561868687,55.14145359848485
69.6166745580808,56.09331597222222,55.197640467171716
69.70778093434343,56.1953125,55.29821654040404
69.76207386363636,56.31904987373738,55.334201388888886
69.8448942550505,56.41102430555556,55.421914457070706
69.94038036616162,56.53507733585859,55.45947758838384
70.01779513888889,56.64579387626262,55.570194128787875
70.09840593434343,56.76017992424242,55.58325441919192
70.18967013888889,56.88332544191919,55.681778724747474
70.25240688131314,56.97857481060606,55.720841224747474
70.32524463383838,57.10744160353536,55.82919034090909
70.40546085858585,57.19744318181818,55.90183080808081
70.28172348484848,57.11647727272727,55.78929924242424
69.71026672979798,56.459793244949495,55.304490214646464
69.06893150252525,55.599392361111114,54.78436710858586
68.6986663510101,55.08345170454545,54.46255523989899
68.57848011363636,54.86983112373738,54.38372001262626
68.57461332070707,54.81561710858586,54.38790246212121
68.58834438131314,54.77773832070707,54.41015625
68.55934343434343,54.693497474747474,54.37073863636363
68.54872948232324,54.658420138888886,54.37906407828283
68.56056660353535,54.66110321969697,54.37685448232323
68.57678345959596,54.65206755050505,54.398910984848484
68.52134627525253,54.54486268939394,54.31538036616162
68.42850378787878,54.41445707070707,54.26830808080808
68.39906881313131,54.37649936868687,54.24345012626262
68.42992424242425,54.38604797979798,54.25820707070707
68.5229245580808,54.48757102272727,54.31111900252525
68.62373737373737,54.61710858585859,54.436868686868685
68.7477509469697,54.74538352272727,54.48638731060606
68.86122948232324,54.863596906565654,54.609177714646464
68.92191445707071,54.98757102272727,54.619515467171716
69.01294191919192,55.07465277777778,54.69002525252525
69.08806818181819,55.179135101010104,54.71748737373738
69.14539930555556,55.28365688131313,54.78491950757576
69.20947758838383,55.34631470959596,54.874881628787875
69.30591066919192,55.47163036616162,54.965159406565654
69.38541666666667,55.58364898989899,55.01578282828283
69.48390151515152,55.69018308080808,55.074179292929294
69.57520517676768,55.80200441919192,55.1339172979798
69.65234375,55.911813446969695,55.252249053030305
69.77304292929293,56.04482323232323,55.29024621212121
69.87026515151516,56.17282196969697,55.358901515151516
69.96622474747475,56.329703282828284,55.42834595959596
70.0713778409091,56.441958648989896,55.54580965909091
70.17262468434343,56.57634943181818,55.56893150252525
70.28760258838383,56.72068339646464,55.64918718434343
70.35361426767676,56.84303977272727,55.74092487373738
70.45324337121212,56.99064867424242,55.81277619949495
70.53925978535354,57.107283775252526,55.920730744949495
70.61292613636364,57.20888573232323,55.98745265151515
70.70253314393939,57.334635416666664,56.054805871212125
70.79545454545455,57.4665404040404,56.08175505050505
70.80543718434343,57.5095091540404,56.10420612373738
70.32974273989899,56.98252051767677,55.72163036616162
69.64058554292929,56.16899463383838,55.15384311868687
69.2405303030303,55.569760101010104,54.894570707070706
69.14291351010101,55.356613005050505,54.798690025252526
69.18955176767676,55.349747474747474,54.82528409090909
69.25461647727273,55.39113794191919,54.859256628787875
69.26487531565657,55.40865688131313,54.90155460858586
69.29225852272727,55.41094539141414,54.91583806818182
69.36067708333333,55.46910511363637,54.95048137626262
69.36091382575758,55.49270044191919,54.95419034090909
69.31467013888889,55.43446180555556,54.921835542929294
69.2014678030303,55.31131628787879,54.777383207070706
69.19203756313131,55.24617266414141,54.833609532828284
69.22900883838383,55.27383207070707,54.828756313131315
69.31628787878788,55.35085227272727,54.8761047979798
69.40021306818181,55.45434816919192,54.92846433080808
69.5306976010101,55.6037720959596,55.0368529040404
69.61912089646465,55.74459438131313,55.1456360479798
69.71890782828282,55.85258838383838,55.220486111111114
69.78022411616162,55.996133207070706,55.2410827020202
69.85037878787878,56.067708333333336,55.32717803030303
69.93592171717172,56.16887626262626,55.349747474747474
70.01262626262626,56.26751893939394,55.422348484848484
70.08238636363636,56.357796717171716,55.48863636363637
70.18556660353535,56.45245422979798,55.56893150252525
70.25682607323232,56.53997001262626,55.59757733585859
70.33183396464646,56.683633207070706,55.69783775252525
70.45213857323232,56.80961963383838,55.77426609848485
70.53989109848484,56.93809185606061,55.893899936868685
70.60890151515152,57.06060606060606,55.90388257575758
70.71740845959596,57.184738005050505,56.00323547979798
70.78689236111111,57.30930397727273,56.05377998737374
70.91264204545455,57.43678977272727,56.153330176767675
70.99601483585859,57.56498579545455,56.19724589646464
71.11020359848484,57.705374053030305,56.289180871212125
71.20300662878788,57.85909880050505,56.36556976010101
71.29356060606061,57.95628156565657,56.44381313131313
71.37823547979798,58.10235164141414,56.49487058080808
71.33889678030303,58.09852430555556,56.53555082070707
70.84702493686869,57.51416508838384,56.05993529040404
70.18789457070707,56.690419823232325,55.580729166666664
69.79206123737374,56.11055871212121,55.23224431818182
69.6635495580808,55.85894097222222,55.15486900252525
69.69795612373737,55.855784406565654,55.15818339646464
69.7510653409091,55.85854640151515,55.20576862373738
69.74447601010101,55.86284722222222,55.171559343434346
69.75686553030303,55.853140782828284,55.224826388888886
69.81119791666667,55.909682765151516,55.23559816919192
69.81636679292929,55.91753472222222,55.2432922979798
69.73559816919192,55.80157039141414,55.201980744949495
69.63052398989899,55.63778409090909,55.07449494949495
69.57433712121212,55.5948547979798,55.031723484848484
69.63068181818181,55.60669191919192,55.085385101010104
69.7131470959596,55.70225694444444,55.14386047979798
69.83617424242425,55.85022095959596,55.269728535353536
69.96894728535354,55.995462436868685,55.357047032828284
70.03515625,56.122750946969695,55.41694286616162
70.12038352272727,56.23954387626262,55.54099589646464
70.19278724747475,56.310842803030305,55.54774305555556
70.25007891414141,56.40048926767677,55.54679608585859
70.29648042929293,56.459359217171716,55.57236426767677
70.31553819444444,56.51092960858586,55.616043244949495
70.37791982323232,56.59509154040404,55.67100694444444
70.46594854797979,56.703164457070706,55.74530460858586
70.55776515151516,56.80792297979798,55.833175505050505
70.67518939393939,56.96291035353536,55.88936237373738
70.74021464646465,57.05808080808081,55.95643939393939
70.70971433080808,57.024581755050505,55.926412563131315
70.19961332070707,56.42246685606061,55.48117897727273
69.51815025252525,55.594065656565654,54.94681186868687
69.17069128787878,55.06399936868687,54.67258522727273
69.08104482323232,54.90838068181818,54.6506470959596
69.08897569444444,54.88995422979798,54.629537563131315
69.06987847222223,54.847971906565654,54.60349589646464
69.05496369949495,54.7940735479798,54.62914299242424
69.06423611111111,54.78929924242424,54.60022095959596
69.09745896464646,54.85961174242424,54.644333964646464
69.09611742424242,54.86205808080808,54.6115845959596
69.05579229797979,54.7712279040404,54.57741477272727
68.98113952020202,54.67211174242424,54.5401672979798
68.9643308080808,54.65325126262626,54.53203914141414
69.00059185606061,54.677517361111114,54.556778724747474
69.09627525252525,54.776041666666664,54.655618686868685
69.23709753787878,54.94827178030303,54.74688289141414
69.3253630050505,55.086410984848484,54.82125946969697
69.4436158459596,55.21334438131313,54.878590593434346
69.51957070707071,55.33712121212121,54.99573863636363
69.59442077020202,55.42885890151515,55.00872001262626
69.65853851010101,55.50639204545455,55.08467487373738
69.71614583333333,55.59603851010101,55.10456123737374
69.77947443181819,55.68225220959596,55.15005523989899
69.8465119949495,55.79458648989899,55.21425189393939
69.93059501262626,55.90439551767677,55.30417455808081
70.01041666666667,56.01136363636363,55.33175505050505
70.10783617424242,56.137034406565654,55.427438446969695
70.18126578282828,56.261600378787875,55.4921875
70.26818970959596,56.3878235479798,55.58226799242424
70.34300031565657,56.47857481060606,55.61478061868687
70.43611900252525,56.615885416666664,55.70174400252525
70.49277935606061,56.71058238636363,55.735519255050505
70.60333806818181,56.84970801767677,55.84528882575758
70.67889835858585,56.9620422979798,55.84919507575758
70.73836016414141,57.08905460858586,55.95853061868687
70.82930871212122,57.19878472222222,56.01886047979798
70.8811158459596,57.30772569444444,56.04778251262626
70.96626420454545,57.41323390151515,56.143978851010104
71.06238162878788,57.521346275252526,56.236466224747474
71.12211963383838,57.63253630050505,56.233230744949495
71.22344539141415,57.73907039141414,56.321298926767675
70.79782196969697,57.30129419191919,55.95659722222222
69.99337121212122,56.30271464646464,55.33112373737374
69.32457386363636,55.43994633838384,54.82267992424242
69.06778724747475,55.042850378787875,54.636600378787875
69.0441130050505,54.96946022727273,54.58357007575758
69.03405145202021,54.910629734848484,54.59686710858586
69.01657196969697,54.85148358585859,54.59738005050505
68.94077493686869,54.774739583333336,54.55867266414141
68.98011363636364,54.77872474747475,54.54261363636363
68.95860953282828,54.76811079545455,54.57919034090909
68.89101957070707,54.69168244949495,54.50702335858586
68.73094223484848,54.51029829545455,54.391769255050505
