4.967183554292929415e+01 5.209039614898989612e+01 6.637164614898989612e+01
4.947711489898989612e+01 5.201578282828283051e+01 6.624037247474747403e+01
4.953720801767676818e+01 5.193619791666666430e+01 6.622628630050505194e+01
4.944823232323232531e+01 5.177335858585858830e+01 6.619775883838383379e+01
4.935917771464646364e+01 5.178578756313131493e+01 6.618746054292928704e+01
4.941173453282828376e+01 5.186612215909090651e+01 6.619693023989898961e+01
4.948307291666666430e+01 5.193809185606060908e+01 6.629746685606060908e+01
4.947332702020202078e+01 5.203140782828283051e+01 6.634532828282827666e+01
4.950291982323232531e+01 5.211655618686868507e+01 6.641059027777777146e+01
4.963139204545454675e+01 5.222293244949494806e+01 6.646977588383838054e+01
4.966824494949494806e+01 5.230018939393939092e+01 6.651483585858585457e+01
4.971279198232323182e+01 5.241654829545454675e+01 6.660168087121212466e+01
4.976128472222222143e+01 5.251570391414141170e+01 6.666942866161616621e+01
4.980764678030303116e+01 5.258779198232323182e+01 6.671437026515151558e+01
4.991863952020202078e+01 5.273113952020202078e+01 6.681889204545454675e+01
4.993560606060606233e+01 5.287799873737373701e+01 6.691319444444444287e+01
4.996977588383838054e+01 5.296614583333333570e+01 6.696772411616161946e+01
5.003551136363636687e+01 5.309611742424242209e+01 6.707559974747475451e+01
5.012870896464646364e+01 5.321882891414141170e+01 6.712855113636364024e+01
5.018722380050505194e+01 5.337109375000000000e+01 6.724751420454545325e+01
5.026156092171716949e+01 5.350872001262626299e+01 6.733873895202020776e+01
5.034540719696969546e+01 5.362444760101010388e+01 6.743126578282827666e+01
5.044140625000000000e+01 5.378610321969696884e+01 6.755598958333332860e+01
5.054304766414141170e+01 5.391141887626262275e+01 6.764437342171717660e+01
5.059307922979797922e+01 5.407950599747474740e+01 6.775864109848484418e+01
5.063687657828283051e+01 5.416528566919191690e+01 6.779833491161616621e+01
5.076053503787878896e+01 5.433866003787878896e+01 6.792294034090909349e+01
5.082283775252525260e+01 5.446251578282828376e+01 6.800749684343433898e+01
5.090506628787878896e+01 5.458057133838384090e+01 6.809714330808080263e+01
5.095565025252525260e+01 5.470754419191919027e+01 6.817992424242424931e+01
5.097380050505050519e+01 5.481723484848485128e+01 6.823090277777777146e+01
5.059351325757575779e+01 5.449029356060606233e+01 6.788975694444444287e+01
5.002651515151514872e+01 5.362231691919191690e+01 6.717092803030303116e+01
4.943552714646464352e+01 5.256778724747474740e+01 6.637239583333332860e+01
4.900240688131312794e+01 5.186320233585858830e+01 6.591923137626262985e+01
4.897099905303030454e+01 5.151755839646464352e+01 6.579723011363635976e+01
4.890838068181817988e+01 5.140080492424242209e+01 6.573966224747475451e+01
4.892609690656565391e+01 5.129636205808080973e+01 6.571192392676768179e+01
4.878918087121212466e+01 5.112251420454545325e+01 6.561541193181818699e+01
4.874376578282828376e+01 5.096551452020202078e+01 6.551949179292928704e+01
4.873804450757575779e+01 5.097983743686868507e+01 6.555086016414141170e+01
4.874550189393939092e+01 5.096314709595959869e+01 6.553117108585858830e+01
4.863506155303030454e+01 5.085681029040404155e+01 6.544756155303029743e+01
4.858053188131312794e+01 5.074104324494949481e+01 6.537014678030303116e+01
4.856123737373737725e+01 5.070123106060606233e+01 6.533791035353534937e+01
4.862788036616161946e+01 5.073378314393939092e+01 6.540344854797979224e+01
4.866796875000000000e+01 5.083495107323232531e+01 6.546657986111111427e+01
4.877710700757575779e+01 5.096492266414141170e+01 6.559086963383838054e+01
4.884217171717171624e+01 5.112263257575757791e+01 6.570565025252524549e+01
4.897036773989898961e+01 5.129186395202020066e+01 6.583826546717172334e+01
4.902477904040404155e+01 5.144128787878787534e+01 6.595801767676768179e+01
4.910428503787878896e+01 5.156719539141413833e+01 6.606277619949494806e+01
4.919550978535353636e+01 5.171192392676767469e+01 6.616173453282827666e+01
4.924329229797979934e+01 5.185250946969696884e+01 6.624439709595959869e+01
4.930101799242424221e+01 5.194416824494949481e+01 6.630164930555555713e+01
4.941283933080808310e+01 5.212006786616161946e+01 6.641126104797979224e+01
4.944207702020202078e+01 5.225694444444444287e+01 6.652162247474747403e+01
4.952201704545454675e+01 5.236245265151514872e+01 6.658972537878787534e+01
4.958747632575757791e+01 5.250682607323232531e+01 6.668880208333332860e+01
4.971855271464646364e+01 5.269330018939393767e+01 6.681861584595959869e+01
4.978416982323232531e+01 5.282110164141413833e+01 6.691358901515151558e+01
4.988790246212121104e+01 5.300611584595959869e+01 6.703752367424242209e+01
4.990889362373737725e+01 5.315999842171716949e+01 6.709307922979797922e+01
5.001424400252525260e+01 5.331032986111111427e+01 6.720553188131313505e+01
5.012496054292929415e+01 5.347739109848485128e+01 6.733976483585858830e+01
5.019539141414141170e+01 5.360874368686868507e+01 6.743197601010101039e+01
5.025090751262626299e+01 5.377584438131312794e+01 6.753752367424242209e+01
5.034394728535353636e+01 5.393738162878787534e+01 6.766102430555555713e+01
5.045620265151514872e+01 5.409919507575757791e+01 6.777596275252524549e+01
5.051467803030303116e+01 5.423926767676767469e+01 6.786947601010101039e+01
5.059761679292929415e+01 5.440617108585858830e+01 6.796946022727273373e+01
5.072178819444444287e+01 5.456758996212121104e+01 6.809000157828282340e+01
5.073934659090909349e+01 5.463076073232323182e+01 6.813817866161616621e+01
5.029154829545454675e+01 5.406538036616161946e+01 6.760310132575757791e+01
4.973867582070707272e+01 5.313671875000000000e+01 6.682074652777777146e+01
4.944412878787878896e+01 5.252604166666666430e+01 6.644286616161616621e+01
4.929584911616161946e+01 5.225797032828283051e+01 6.633183396464646364e+01
4.932709911616161946e+01 5.217779356060606233e+01 6.630326704545454675e+01
4.923883364898989612e+01 5.207342960858586167e+01 6.627245107323231821e+01
4.923054766414141170e+01 5.195734690656565391e+01 6.622975852272726627e+01
4.912255366161615910e+01 5.183956755050505194e+01 6.610913825757575069e+01
4.914946338383838054e+01 5.182449494949494806e+01 6.611742424242424931e+01
4.915175189393939092e+01 5.180942234848485128e+01 6.610613952020202078e+01
4.907796717171716949e+01 5.168828914141413833e+01 6.604245580808080263e+01
4.902249053030303116e+01 5.157078598484848442e+01 6.597782512626262985e+01
4.900441919191919027e+01 5.151957070707070585e+01 6.593181818181818699e+01
4.904979482323232531e+01 5.150544507575757791e+01 6.595083648989898961e+01
4.907634943181817988e+01 5.158944917929292728e+01 6.602095170454545325e+01
4.914011205808080973e+01 5.171539614898989612e+01 6.612259311868686495e+01
4.921701388888888573e+01 5.183491161616161946e+01 6.619318181818181301e+01
4.927406881313131493e+01 5.196882891414141170e+01 6.629648042929292728e+01
4.938450915404040131e+01 5.214003314393939092e+01 6.643312026515151558e+01
