R,G,B
70.88265467171718,59.304214015151516,51.89859532828283
71.00256470959596,59.45395359848485,52.03744476010101
71.03626104797979,59.654000946969695,52.05835700757576
71.08483270202021,59.697048611111114,52.10629734848485
70.74522569444444,59.199771148989896,51.64579387626262
70.14417613636364,58.32599431818182,51.206833964646464
69.84193497474747,57.77769886363637,50.84067234848485
69.76550662878788,57.49514678030303,50.995620265151516
69.73054766414141,57.38711332070707,50.93051609848485
69.69148516414141,57.26818970959596,50.87819602272727
69.63529829545455,57.19590435606061,50.81774779040404
69.70048137626263,57.260140467171716,50.8889283459596
69.82054924242425,57.402304292929294,50.98106060606061
69.86079545454545,57.46401515151515,51.01262626262626
69.86312342171718,57.48907039141414,50.99743529040404
69.85033933080808,57.48244160353536,50.983230744949495
69.93458017676768,57.59256628787879,51.03322285353536
70.0608428030303,57.74092487373738,51.14859532828283
70.15834122474747,57.902659406565654,51.23299400252525
70.21906565656566,58.03661616161616,51.30587121212121
70.34927398989899,58.26025883838384,51.435763888888886
70.40656565656566,58.37799873737374,51.43828914141414
70.51380997474747,58.53448547979798,51.55042613636363
70.58613478535354,58.67499210858586,51.6266966540404
70.66339172979798,58.83747632575758,51.66370738636363
70.7846433080808,59.031802398989896,51.7734375
70.81281565656566,59.141098484848484,51.795296717171716
70.90589488636364,59.33976483585859,51.94503630050505
70.96523832070707,59.51274463383838,51.957504734848484
71.03783933080808,59.67388731060606,51.99759311868687
71.15723642676768,59.903922032828284,52.12377683080808
70.85696811868686,59.645004734848484,51.77647569444444
70.53949652777777,59.244357638888886,51.51976799242424
70.0479403409091,58.48686079545455,51.07571811868687
69.76526988636364,57.98275726010101,50.894846906565654
69.75852272727273,57.858743686868685,50.85732323232323
69.75524779040404,57.76092960858586,50.866201073232325
69.73248106060606,57.68402777777778,50.82796717171717
69.68394886363636,57.56668244949495,50.77817234848485
69.74790877525253,57.644846906565654,50.82398200757576
69.81186868686869,57.74337121212121,50.87405303030303
69.85298295454545,57.79269255050505,50.876657196969695
69.83155776515152,57.77868529040404,50.86059816919192
69.83692392676768,57.796835542929294,50.85633680555556
69.88802083333333,57.874447601010104,50.902541035353536
69.91777146464646,57.958017676767675,50.93734217171717
70.02521306818181,58.11201862373738,51.07114109848485
70.07181186868686,58.22458964646464,51.11379419191919
70.19377367424242,58.39879261363637,51.18288352272727
70.23859690656566,58.52758049242424,51.26763731060606
70.30579229797979,58.65411931818182,51.31684027777778
70.37073863636364,58.79040404040404,51.342013888888886
70.35392992424242,58.87050189393939,51.361032196969695
70.50260416666667,59.04363952020202,51.48524305555556
70.49881628787878,59.17826704545455,51.5234375
70.58810763888889,59.34284248737374,51.63813920454545
70.68185763888889,59.5295533459596,51.69369476010101
70.75090751262626,59.63979640151515,51.74191130050505
